	1	4
1574	global stocks up on central bank support hopes; euro rebounds	b
1575	in china, family members ramp up pressure over missing plane	b
1576	brittany murphy's last movie, 'something wicked,' to be released in april	e
1577	new guideline says marijuana pills can ease some multiple sclerosis symptoms	m
1578	mila kunis explains how ashton kutcher went from friend to fiance, talks  ...	e
1579	yen strongest in week as ukraine boosts haven demand; kiwi falls	b
1580	rob kardashian skipped sister kim's wedding because 'he didn't want his weight  ...	e
1581	treasuries fall first time in five days as services gauge climbs	b
1582	us stocks-wall st advances; s&p, nasdaq book fifth straight gain	b
1583	the one important thing gm ceo mary barra told congress	t
1584	asiana crash hearing to focus on pilots: us safety board ex-chair	b
1585	when's the obamacare deadline? good question	b
1586	chicago mayor's pension plan would hike taxes, cut benefits-reports	b
1587	us stocks snapshot-wall st ends down as investors book profits	b
1588	mick jagger posts touching tribute to l'wren scott following her tragic death	e
1589	ice cube jokes that paul walker 'robbed' him of an mtv movie award	e
1590	follow in their footsteps! tourism ireland to produce guide to kim kardashian  ...	e
1591	vietnam prime minister calls for end to anti-china protests	b
1592	treasury yield curve flattens amid fed rate speculation	b
1593	update 2-euro zone inflation drops to lowest since 2009	b
1594	beyonce's met gala 2014 dress is sheer fabulousness	e
1595	the net neutrality battle may be headed to your phone	t
1596	gp who says checking your breasts for lumps can do more harm than good	m
1597	ecb's constancio - concerned by low inflation, sees no deflation	b
1598	refile-update 5-stage, screen actress ruby dee dies at 91 -family	e
1599	the most hated us airline is also the most profitable	b
1600	wrapup 2-consumer confidence, housing data bolster us growth outlook	b
1601	making teenage dreams come true! katy perry launches her own record label  ...	e
1602	rihanna leaves nothing to the imagination in racy sheer embellished halter  ...	e
1603	renesas surges after report apple may buy design unit stake (1)	b
1604	fitch lowers south africa credit-rating outlook to negative	b
1605	treasuries-yields rise from one-year lows	b
1606	net neutrality fervor nears janet jackson wardrobe malfunction levels	t
1607	calls to cancel miami's ultra music festival after female security guard was left in  ...	e
1608	open ssl developer confesses to causing heartbleed bug	t
1609	marvel loves faking deaths in the cinematic universe	e
1610	obamacare hits milestone, but detours ahead for health law	b
1611	harley-davidson goes electric: motorbike firm reveals its first battery-powered  ...	t
1612	mcdonald's says it pays fair wages after worker protest	b
1613	wrapup 2-us clarifies which petroleum drillers can export	b
1614	corrected-candy crush game maker's ipo to face investor scrutiny	b
1615	southwest flight attendant's safety speech has passengers rolling with  ...	e
1616	uninsured rate falls to lowest since 2008: gallup	b
1617	big things stand in the way of apple's comcast cable box	t
1618	china's h-shares enter bear market while yuan weakens on economy	b
1619	ubs posts higher profit, plans special payout to investors (1)	b
1620	selena gomez scores favourite female singer at the nickelodeon kids' choice  ...	e
1621	update 1-morgan stanley steps away from return target timeframe	b
1622	pfizer mulls $100 bln bid for astrazeneca - report	b
1623	euro zone yields hold near lows before ecb meeting	b
1624	philips and vestas wind lead european shares higher	b
1625	fear grips village divided between russia, ukraine	b
1626	#yesallwomen trends on twitter in wake of isla vista shooting	e
1627	conservatives push back against equal pay efforts	b
1628	australian rapper iggy azalea shows off curvy derriere at mtv movie awards	e
1629	investors couldn't care less about data breaches	t
1630	brad pitt and angelina jolie to star together in first film in nearly a decade	e
1631	devon to sell oil and gas assets to linn energy for $2.3 bln	b
1632	update 2-abbvie presses case for shire deal and urges talks	b
1633	red robin worker may have infected up to 5000 people with hepatitis a	m
1634	meet mrs west! kim kardashian changes her name on instagram and twitter  ...	e
1635	facebook made users depressed in secret research: site deleted positive  ...	t
1636	paul walker's brothers caleb and cody confirmed to 'fill in gaps in production' as  ...	e
1637	one year after being pulled from rubble, bangladesh's miracle survivor has a  ...	b
1638	celebrities look a bit different at their first tribeca film festival	e
1639	twitter to start selling mobile-app promotions to facebook-sized audiences	t
1640	grains-soybeans firm, extend two-day gains to nearly 1 pct	b
1641	starbucks pairs with la boulange bakery to open restaurant chain that serves  ...	b
1642	36 avicii fans hospitalized after boston concert	e
1643	kylie jenner wears cut-out bikini at versace mansion	e
1644	job market for college grads better but still weak	e
1645	michael strahan officially joins 'good morning america'	e
1646	google building self-driving cars with no driver seat, steering wheels	t
1647	s&p 500 ends at record on housing, hp; transports fly	b
1648	dollar falls versus yen on renewed geopolitical concerns	b
1649	jennifer lopez hails teen jena irene her favourite singer on idol as last 11  ...	e
1650	eating 7 or more daily portions of produce could reduce premature death risk	m
1651	pussy riot debunks giant 'spring breakers' rumor	e
1652	aol says security breach may have exposed a 'significant number' of users  ...	t
1653	precious-platinum firm on south african strikes; gold eases below $1300	b
1654	one direction members smoke weed in leaked video	e
1655	global markets-us, euro zone bonds rally on expected ecb easing	b
1656	teva, pfizer settle patent lawsuit over blockbuster painkiller	b
1657	target replaces canada president after troubled expansion	b
1658	netflix cracks us cable market in deals with 3 providers (2)	e
1659	treasuries-yields rise as stocks gain, yellen optimistic on economy	b
1660	retail sales in us increased in march by most since 2012	b
1661	update 1-ex-bp employee settles sec insider-trading oil spill case	b
1662	too cold for burgers? mcdonald's blames the 'severe winter weather' after profits  ...	b
1663	tom cruise denies he's ever met fellow scientologist laura prepon following  ...	e
1664	jack white records, releases single in hours for record store day 2014	e
1665	southwest airlines starts international flights	b
1666	quitting smoking is more likely with e-cigarettes, uk study says	m
1667	gm tells dealers to stop selling chevrolet cruzes because of airbag problem	t
1668	update 1-new york times publisher denies sexism, calls abramson bad  ...	b
1669	more good news on obamacare, just when democrats need it	b
1670	eating one chicken breast or salmon fillet a day can reduce the risk of a stroke by  ...	m
1671	gilead hepatitis c drug sovaldi tops estimates by $1 billion (2)	b
1672	jon favreau on 'chef' & why he still likes doing 'big movies'	e
1673	update 1-rolling stones cancel australian concert after l'wren scott death	e
1674	australia shares rise 0.8 pct, local jobs, china trade data support	b
1675	update 1-hotel chain la quinta valued at $2.1 billion in ipo	b
1676	rpt-euro zone candidate lithuania gains ecb scrutiny of top lenders	b
1677	microbes inhabit the human placenta, but it's not a bad thing	m
1678	tiffany profit tops estimates as higher prices boost revenue (1)	b
1679	miley cyrus asks fans 'to kiss members of same sex' during bangerz tour london  ...	e
1680	purple wedding on game of thrones features shocking twist after vicious king  ...	e
1681	the fda is about to release its plan to reduce salt	m
1682	investors cheer, us jeers at tax-driven deals: real m&a	b
1683	dollar declines as euro rides out inflation dip	b
1684	europe economy-euro zone economy stutters as ecb gears up for action	b
1685	turkey's twitter banned after it became awash with evidence of 'corruption'	b
1686	nml slams argentina's 'brazen step' to pay bondholders	b
1687	fitch teleconf: portugal affirmed at 'bb+', positive outlook; 11 april; 15:00 bst	b
1688	'surgeons printed me an entire new skull': father makes surgical history using  ...	m
1689	look ma, no hands: sergey brin's googlecar has no steering wheel, no brakes	t
1690	china boosts crude imports to record on new plant, stockpiling	b
1691	update 1-federal judge will not block arizona rules limiting use of abortion drugs	m
1692	supermodel candice swanepoel shows off her incredible bikini body in sultry  ...	e
1693	update 1-wearable camera maker gopro's ipo priced at $24/share - underwriter	b
1694	tech companies create fund to avoid the next heartbleed bug	t
1695	update 2-china factory activity hits multi-month highs, economy steadying	b
1696	captain america: wise and wickedly funny	e
1697	will smith and jada have 'no issues' with daughter willow lying in bed with  ...	e
1698	update 3-credit suisse in talks to pay $1.6 bln to resolve us tax probe -source	b
1699	corrected-ryan gosling debut fails to light cannes critics' fire	e
1700	why boeing works so hard to avoid 'moonshots'	b
1701	ftseurofirst hits 6 1/2-yr high as shire surges on takeover offer	b
1702	one billion people still practise open defecation, endangering public health: un	m
1703	art, mental illness and frances bean cobain	e
1704	"update 1-fitch cuts alcoa to ""junk"" status"	b
1705	prince harry look-alike has 12 girls fooled on first episode of i wanna marry harry	e
1706	update 2-whole foods cuts 2014 forecasts again as competition intensifies	b
1707	corrected-apple to replace ipad 2 with upgraded ipad 4	t
1708	spider-man's latest mission... battling bullying: andrew garfield wins over inner  ...	e
1709	amanda bynes posts bikini photos during family vacation	e
1710	us stocks-futures dip after s&p record as may comes to a close	b
1711	yahoo after alibaba still set to get value from e-commerce site	b
1712	alibaba picks us for ipo; in talks with six banks for lead roles	b
1713	equal pay means exactly that	b
1714	google to de-dorkify glass in partnership with ray-ban maker luxottica	t
1715	nato sees no evidence of russian troop withdrawal from ukraine border	b
